Insert into UfAffiliate values(95947099, 'SDorgan9899@ufl.edu', '408-866-5778', 'N', 'F', '0', 'SonDorgan');
Insert into UfAffiliate values(69133980, 'SBondi4382@ufl.edu', '302-868-5159', 'N', 'F', '1641', 'SheaBondi');
Insert into UfAffiliate values(57284344, 'POrkin2501@ufl.edu', '915-102-5163', 'N', 'F', '1642', 'PhyllisOrkin');
Insert into UfAffiliate values(17293231, 'OOckman9170@ufl.edu', '164-818-9321', 'N', 'F', '1643', 'OthaOckman');
Insert into UfAffiliate values(20954176, 'BBaragar3899@ufl.edu', '822-973-7253', 'N', 'F', '1644', 'BobBaragar');
Insert into UfAffiliate values(25660451, 'CBoahn7609@ufl.edu', '184-315-8686', 'N', 'F', '1645', 'CecilleBoahn');
Insert into UfAffiliate values(74846501, 'SWawers5002@ufl.edu', '946-227-3761', 'N', 'F', '1646', 'SherleneWawers');
Insert into UfAffiliate values(14613689, 'CNicklous3200@ufl.edu', '197-634-3912', 'N', 'F', '1647', 'CristopherNicklous');
Insert into UfAffiliate values(79967118, 'KSwickheimer5255@ufl.edu', '758-685-4296', 'N', 'F', '1648', 'KrissySwickheimer');
Insert into UfAffiliate values(19927226, 'CKrokus420@ufl.edu', '465-235-9667', 'N', 'F', '1649', 'ChantalKrokus');
Insert into UfAffiliate values(77430239, 'MTriola6813@ufl.edu', '642-394-6057', 'N', 'P', '1650', 'MatildaTriola');
Insert into UfAffiliate values(34821039, 'STombleson5391@ufl.edu', '272-916-7133', 'N', 'F', '1651', 'SoniaTombleson');
Insert into UfAffiliate values(93181182, 'LVanhook8158@ufl.edu', '526-775-6876', 'N', 'F', '1652', 'LesVanhook');
Insert into UfAffiliate values(50265730, 'ORomanowicz906@ufl.edu', '279-789-6660', 'Y', 'P', '1653', 'OsvaldoRomanowicz');
Insert into UfAffiliate values(64278217, 'JTomjack7520@ufl.edu', '946-627-4396', 'N', 'F', '1654', 'JereTomjack');
Insert into UfAffiliate values(41137965, 'RHeyduck7761@ufl.edu', '704-635-5752', 'N', 'F', '1655', 'RaphaelHeyduck');
Insert into UfAffiliate values(46098623, 'PKelch8912@ufl.edu', '254-741-5410', 'N', 'F', '1656', 'PearleKelch');
Insert into UfAffiliate values(24607636, 'JNeugebauer9595@ufl.edu', '490-651-3627', 'N', 'F', '1657', 'JonNeugebauer');
Insert into UfAffiliate values(80460067, 'IBezenek3870@ufl.edu', '263-908-1293', 'N', 'F', '1658', 'IzolaBezenek');
Insert into UfAffiliate values(71361286, 'ERivera4071@ufl.edu', '468-576-4717', 'N', 'F', '1659', 'ElishaRivera');
Insert into UfAffiliate values(45155655, 'TBagaoisan3708@ufl.edu', '712-531-3014', 'N', 'F', '1660', 'TeodoroBagaoisan');
Insert into UfAffiliate values(10207609, 'WEracleo3884@ufl.edu', '255-924-7844', 'N', 'F', '1661', 'WaldoEracleo');
Insert into UfAffiliate values(66249836, 'DCravalho1189@ufl.edu', '395-687-7537', 'Y', 'P', '1662', 'DoriCravalho');
Insert into UfAffiliate values(47040322, 'MDelross1893@ufl.edu', '489-288-5144', 'N', 'F', '1663', 'MathewDelross');
Insert into UfAffiliate values(38687547, 'CVanicek6780@ufl.edu', '564-743-3574', 'N', 'F', '1664', 'ChristoperVanicek');
Insert into UfAffiliate values(82391841, 'FPetts575@ufl.edu', '300-519-5813', 'Y', 'P', '1665', 'FerdinandPetts');
Insert into UfAffiliate values(72894526, 'AAlverio3229@ufl.edu', '994-433-5524', 'N', 'F', '1666', 'AngeloAlverio');
Insert into UfAffiliate values(91544337, 'KEikleberry2522@ufl.edu', '484-632-3438', 'Y', 'P', '1667', 'KevinEikleberry');
Insert into UfAffiliate values(75994074, 'CChallen4138@ufl.edu', '835-279-1241', 'N', 'F', '1668', 'CarmeloChallen');
Insert into UfAffiliate values(24741709, 'RCzarnecki3775@ufl.edu', '448-579-4090', 'N', 'F', '1669', 'RyanCzarnecki');
Insert into UfAffiliate values(17185978, 'MTenner5057@ufl.edu', '802-316-4460', 'N', 'F', '1670', 'MichaeleTenner');
Insert into UfAffiliate values(21648537, 'OVillalva5222@ufl.edu', '451-710-2818', 'N', 'F', '1671', 'OlenVillalva');
Insert into UfAffiliate values(17042652, 'LEmpfield4659@ufl.edu', '511-216-7696', 'N', 'E', '1672', 'LeonelEmpfield');
Insert into UfAffiliate values(41470858, 'AWeit8224@ufl.edu', '174-325-1006', 'Y', 'P', '1673', 'ArgentinaWeit');
Insert into UfAffiliate values(21430098, 'RSchlecter3934@ufl.edu', '767-496-5037', 'N', 'F', '1674', 'RodSchlecter');
Insert into UfAffiliate values(45917400, 'HVere7318@ufl.edu', '239-888-6491', 'N', 'F', '1675', 'HunterVere');
Insert into UfAffiliate values(43309512, 'TBettle5225@ufl.edu', '757-718-5032', 'N', 'F', '1676', 'TheoBettle');
Insert into UfAffiliate values(61999470, 'BTueller6551@ufl.edu', '328-375-2533', 'Y', 'P', '1677', 'BennieTueller');
Insert into UfAffiliate values(82017800, 'OTakes2869@ufl.edu', '321-773-7102', 'N', 'E', '1678', 'OdellTakes');
Insert into UfAffiliate values(54514548, 'SShuskey9556@ufl.edu', '741-536-8234', 'N', 'F', '1679', 'StasiaShuskey');
Insert into UfAffiliate values(39054842, 'VBerardi4938@ufl.edu', '844-676-1758', 'N', 'F', '1680', 'VicentaBerardi');
Insert into UfAffiliate values(98182600, 'LDriggs4891@ufl.edu', '655-863-2316', 'Y', 'E', '1681', 'LoretteDriggs');
Insert into UfAffiliate values(28271818, 'RWassman5478@ufl.edu', '604-703-7851', 'Y', 'P', '1682', 'RaymondWassman');
Insert into UfAffiliate values(16421053, 'HHerny5985@ufl.edu', '213-628-7034', 'N', 'F', '1683', 'HaleyHerny');
Insert into UfAffiliate values(77380012, 'EDziuk9806@ufl.edu', '370-670-7204', 'N', 'F', '1684', 'EmileDziuk');
Insert into UfAffiliate values(83756412, 'DWeidmann986@ufl.edu', '347-668-5885', 'N', 'F', '1685', 'DouglassWeidmann');
Insert into UfAffiliate values(42992965, 'MEbinger5606@ufl.edu', '797-927-7797', 'N', 'F', '1686', 'MaxineEbinger');
Insert into UfAffiliate values(74893649, 'JCordano7323@ufl.edu', '804-599-2801', 'N', 'F', '1687', 'JoshCordano');
Insert into UfAffiliate values(47008533, 'LNawfel5354@ufl.edu', '771-831-3099', 'N', 'F', '1688', 'LucillaNawfel');
Insert into UfAffiliate values(42968994, 'MKadis5425@ufl.edu', '820-749-5914', 'Y', 'P', '1689', 'MaritzaKadis');
Insert into UfAffiliate values(15145806, 'MCoop4207@ufl.edu', '778-267-4069', 'N', 'E', '1690', 'MinhCoop');
Insert into UfAffiliate values(19864650, 'RSteifle2743@ufl.edu', '930-249-7737', 'N', 'F', '1691', 'ReedSteifle');
Insert into UfAffiliate values(91993318, 'LZdanowicz5625@ufl.edu', '672-423-4067', 'N', 'F', '1692', 'LeonoreZdanowicz');
Insert into UfAffiliate values(11622730, 'LFus8095@ufl.edu', '374-993-8911', 'Y', 'P', '1693', 'LylaFus');
Insert into UfAffiliate values(10084853, 'GBourbonnais1594@ufl.edu', '155-337-8905', 'N', 'F', '1694', 'GeneBourbonnais');
Insert into UfAffiliate values(92574086, 'SCabanes8904@ufl.edu', '356-788-9518', 'N', 'F', '1695', 'ShaunCabanes');
Insert into UfAffiliate values(16123700, 'KMorgano7002@ufl.edu', '757-858-8896', 'N', 'F', '1696', 'KathrineMorgano');
Insert into UfAffiliate values(96401129, 'MOkelberry2173@ufl.edu', '598-368-8678', 'N', 'F', '1697', 'MarvinOkelberry');
Insert into UfAffiliate values(31995038, 'RBertrand5192@ufl.edu', '809-254-8246', 'Y', 'P', '1698', 'ReaganBertrand');
Insert into UfAffiliate values(22208758, 'MMadkins3711@ufl.edu', '172-675-6956', 'Y', 'P', '1699', 'MarinaMadkins');
Insert into UfAffiliate values(92589718, 'LPhinazee494@ufl.edu', '555-796-1213', 'N', 'F', '1700', 'LoydPhinazee');
Insert into UfAffiliate values(57082061, 'GUnderdown6503@ufl.edu', '267-816-7105', 'N', 'F', '1701', 'GeralynUnderdown');
Insert into UfAffiliate values(95580509, 'CNest6670@ufl.edu', '813-837-7848', 'N', 'F', '1702', 'CaroleeNest');
Insert into UfAffiliate values(86963188, 'RKellstrom5924@ufl.edu', '138-671-9159', 'N', 'F', '1703', 'RosalbaKellstrom');
Insert into UfAffiliate values(29396946, 'VCeraso489@ufl.edu', '403-527-4412', 'N', 'F', '1704', 'VioletCeraso');
Insert into UfAffiliate values(12017714, 'GGow4269@ufl.edu', '755-659-8217', 'N', 'F', '1705', 'GeorgianaGow');
Insert into UfAffiliate values(51226686, 'RMonagas7582@ufl.edu', '882-386-2618', 'N', 'F', '1706', 'RaymondeMonagas');
Insert into UfAffiliate values(85045691, 'MPautler5715@ufl.edu', '191-861-8299', 'N', 'P', '1707', 'MadelenePautler');
Insert into UfAffiliate values(30468917, 'GCrummedyo3386@ufl.edu', '852-406-6462', 'N', 'P', '1708', 'GavinCrummedyo');
Insert into UfAffiliate values(64948254, 'ASchouviller4532@ufl.edu', '249-383-2956', 'N', 'F', '1709', 'AntonetteSchouviller');
Insert into UfAffiliate values(23042345, 'MWilgus1798@ufl.edu', '825-285-8525', 'N', 'F', '1710', 'MariWilgus');
Insert into UfAffiliate values(48827824, 'RBergevin1885@ufl.edu', '621-289-3708', 'N', 'F', '1711', 'RandalBergevin');
Insert into UfAffiliate values(67422923, 'JRosebrock8868@ufl.edu', '218-587-3827', 'Y', 'P', '1712', 'JonahRosebrock');
Insert into UfAffiliate values(69148929, 'ERollf5195@ufl.edu', '209-749-7087', 'N', 'F', '1713', 'EltonRollf');
Insert into UfAffiliate values(57157105, 'ECardejon1027@ufl.edu', '159-882-8363', 'N', 'F', '1714', 'ErnaCardejon');
Insert into UfAffiliate values(17103684, 'LCachola2403@ufl.edu', '836-701-7858', 'N', 'F', '1715', 'LanoraCachola');
Insert into UfAffiliate values(10379274, 'EPellow1580@ufl.edu', '185-123-9615', 'N', 'F', '1716', 'ErnaPellow');
Insert into UfAffiliate values(12989111, 'KFaughn3245@ufl.edu', '457-175-3219', 'N', 'P', '1717', 'KimberelyFaughn');
Insert into UfAffiliate values(16272233, 'SLettieri4120@ufl.edu', '887-231-7671', 'Y', 'E', '1718', 'SherryLettieri');
Insert into UfAffiliate values(81029401, 'LBurgert3541@ufl.edu', '225-265-9891', 'N', 'F', '1719', 'LawrenceBurgert');
Insert into UfAffiliate values(57892840, 'DBogaert2427@ufl.edu', '560-463-9087', 'N', 'F', '1720', 'DanyelBogaert');
Insert into UfAffiliate values(59098119, 'LBreutzmann6991@ufl.edu', '290-134-5320', 'N', 'F', '1721', 'LucioBreutzmann');
Insert into UfAffiliate values(45984931, 'JVenditti1911@ufl.edu', '493-948-4604', 'N', 'F', '1722', 'JessiVenditti');
Insert into UfAffiliate values(63296842, 'WMetenosky2243@ufl.edu', '490-248-3574', 'Y', 'P', '1723', 'WindyMetenosky');
Insert into UfAffiliate values(63591446, 'NVelastegui1016@ufl.edu', '990-960-6449', 'N', 'F', '1724', 'NamVelastegui');
Insert into UfAffiliate values(48323512, 'CAnauo8087@ufl.edu', '725-465-6737', 'N', 'F', '1725', 'CordeliaAnauo');
Insert into UfAffiliate values(52177258, 'KPhoenix1253@ufl.edu', '943-971-7259', 'N', 'E', '1726', 'KevinPhoenix');
Insert into UfAffiliate values(59034457, 'CRossler8350@ufl.edu', '296-841-3552', 'N', 'F', '1727', 'CleopatraRossler');
Insert into UfAffiliate values(92758673, 'LBerkhimer8353@ufl.edu', '303-202-1877', 'N', 'F', '1728', 'LuisBerkhimer');
Insert into UfAffiliate values(73865999, 'TCushinberry7175@ufl.edu', '765-699-3541', 'N', 'F', '1729', 'TonyaCushinberry');
Insert into UfAffiliate values(88814377, 'CWeigel8698@ufl.edu', '794-170-7555', 'N', 'F', '1730', 'ChuckWeigel');
Insert into UfAffiliate values(29231246, 'MMatas3966@ufl.edu', '267-268-1334', 'N', 'F', '1731', 'MelvinMatas');
Insert into UfAffiliate values(10169334, 'SFess8200@ufl.edu', '530-166-5452', 'N', 'F', '1732', 'SandyFess');
Insert into UfAffiliate values(43308517, 'YAmini3875@ufl.edu', '221-816-4053', 'N', 'F', '1733', 'YoulandaAmini');
Insert into UfAffiliate values(85796945, 'SCarza3752@ufl.edu', '816-115-3922', 'N', 'F', '1734', 'SheryllCarza');
Insert into UfAffiliate values(66920360, 'IIth3333@ufl.edu', '916-183-9952', 'N', 'F', '1735', 'IsidroIth');
Insert into UfAffiliate values(20452873, 'MRattu227@ufl.edu', '140-592-1179', 'N', 'F', '1736', 'MichalRattu');
Insert into UfAffiliate values(89791516, 'YKupersmith6192@ufl.edu', '691-239-1156', 'N', 'F', '1737', 'YeeKupersmith');
Insert into UfAffiliate values(77249261, 'RKiekbusch8001@ufl.edu', '718-120-2719', 'N', 'F', '1738', 'RefugioKiekbusch');
Insert into UfAffiliate values(87250673, 'LAmezquita7684@ufl.edu', '811-864-1147', 'N', 'F', '1739', 'LeonardaAmezquita');
Insert into UfAffiliate values(65145923, 'ABolden3789@ufl.edu', '821-193-4468', 'N', 'F', '1740', 'AnaBolden');
Insert into UfAffiliate values(75442921, 'DBonker1618@ufl.edu', '147-930-5046', 'N', 'E', '1741', 'DaltonBonker');
Insert into UfAffiliate values(98528816, 'SSoron6640@ufl.edu', '513-195-5662', 'N', 'F', '1742', 'SeanSoron');
Insert into UfAffiliate values(74912065, 'RSkeem1755@ufl.edu', '249-568-2920', 'N', 'F', '1743', 'RudolphSkeem');
Insert into UfAffiliate values(26412683, 'PDembroski37@ufl.edu', '118-674-9762', 'N', 'F', '1744', 'PaulaDembroski');
Insert into UfAffiliate values(36768775, 'DRaucci9280@ufl.edu', '809-855-3765', 'N', 'F', '1745', 'DanRaucci');
Insert into UfAffiliate values(39368488, 'BLumley8973@ufl.edu', '619-778-9976', 'N', 'F', '1746', 'BennettLumley');
Insert into UfAffiliate values(79533938, 'SPegoda7911@ufl.edu', '248-386-7076', 'N', 'F', '1747', 'SilasPegoda');
Insert into UfAffiliate values(76854485, 'VRakoczy3380@ufl.edu', '818-597-7357', 'Y', 'P', '1748', 'VivianaRakoczy');
Insert into UfAffiliate values(89384934, 'WStander197@ufl.edu', '814-825-2635', 'N', 'F', '1749', 'WilberStander');
Insert into UfAffiliate values(76554803, 'MRodd9630@ufl.edu', '995-498-8015', 'N', 'P', '1750', 'MaximoRodd');
Insert into UfAffiliate values(59777102, 'CSteinhour6364@ufl.edu', '269-170-4174', 'N', 'F', '1751', 'CordellSteinhour');
Insert into UfAffiliate values(46058749, 'LLeonpacher4005@ufl.edu', '690-299-5387', 'Y', 'P', '1752', 'LoraleeLeonpacher');
Insert into UfAffiliate values(68657620, 'MCassity1@ufl.edu', '876-148-7228', 'Y', 'P', '1753', 'MaximoCassity');
Insert into UfAffiliate values(97219655, 'DBolvin4207@ufl.edu', '138-913-1875', 'N', 'F', '1754', 'DannielleBolvin');
Insert into UfAffiliate values(12708300, 'AYoho4677@ufl.edu', '863-225-3207', 'Y', 'P', '1755', 'AntonyYoho');
Insert into UfAffiliate values(71557092, 'JDoheny8900@ufl.edu', '148-771-2952', 'N', 'F', '1756', 'JanettDoheny');
Insert into UfAffiliate values(99191230, 'KMcgeorge9394@ufl.edu', '664-234-4889', 'N', 'F', '1757', 'KerryMcgeorge');
Insert into UfAffiliate values(28047485, 'AMabrey5912@ufl.edu', '527-780-2255', 'Y', 'E', '1758', 'AnnabelleMabrey');
Insert into UfAffiliate values(56750411, 'DPisegna1702@ufl.edu', '757-177-4053', 'N', 'F', '1759', 'DelbertPisegna');
Insert into UfAffiliate values(66025567, 'BDaughton4926@ufl.edu', '543-866-9664', 'N', 'F', '1760', 'BrockDaughton');
Insert into UfAffiliate values(33336571, 'MHeibel4974@ufl.edu', '124-119-5728', 'N', 'F', '1761', 'MarcelHeibel');
Insert into UfAffiliate values(74221670, 'DShanholtz1658@ufl.edu', '262-829-2641', 'N', 'F', '1762', 'DongShanholtz');
Insert into UfAffiliate values(71393503, 'JBrenchley8115@ufl.edu', '583-631-4633', 'Y', 'E', '1763', 'JanBrenchley');
Insert into UfAffiliate values(70717867, 'CDunten6679@ufl.edu', '597-420-4091', 'N', 'F', '1764', 'CorneliusDunten');
Insert into UfAffiliate values(29038732, 'NWestervelt4083@ufl.edu', '704-279-1667', 'N', 'F', '1765', 'NestorWestervelt');
Insert into UfAffiliate values(32770934, 'FFantazia6059@ufl.edu', '673-239-2565', 'N', 'P', '1766', 'FranciscoFantazia');
Insert into UfAffiliate values(68231876, 'DSzufat4656@ufl.edu', '991-196-7074', 'N', 'F', '1767', 'DarrylSzufat');
Insert into UfAffiliate values(52154281, 'AToppi8030@ufl.edu', '401-142-3759', 'N', 'F', '1768', 'AlishiaToppi');
Insert into UfAffiliate values(43751332, 'CGoodkin6992@ufl.edu', '337-367-1956', 'N', 'F', '1769', 'CarynGoodkin');
Insert into UfAffiliate values(23191207, 'DNghe9498@ufl.edu', '516-112-8130', 'N', 'P', '1770', 'DinoNghe');
Insert into UfAffiliate values(47067367, 'XPerfater1209@ufl.edu', '480-852-9432', 'N', 'F', '1771', 'XochitlPerfater');
Insert into UfAffiliate values(20550587, 'DLozeau2067@ufl.edu', '478-424-7337', 'Y', 'P', '1772', 'DonnLozeau');
Insert into UfAffiliate values(66794475, 'FMinert3324@ufl.edu', '665-237-5057', 'N', 'F', '1773', 'FerdinandMinert');
Insert into UfAffiliate values(70200752, 'NBrafman14@ufl.edu', '790-950-7281', 'N', 'F', '1774', 'NathalieBrafman');
Insert into UfAffiliate values(58490149, 'SDelmastro1474@ufl.edu', '862-115-5255', 'N', 'F', '1775', 'SharikaDelmastro');
Insert into UfAffiliate values(61406434, 'JHergenrader612@ufl.edu', '711-138-7588', 'N', 'P', '1776', 'JericaHergenrader');
Insert into UfAffiliate values(14954172, 'JRestifo4121@ufl.edu', '212-204-9815', 'N', 'F', '1777', 'JulioRestifo');
Insert into UfAffiliate values(47852447, 'RBaich1241@ufl.edu', '108-486-7587', 'N', 'F', '1778', 'RayBaich');
Insert into UfAffiliate values(95640773, 'CMasar1682@ufl.edu', '765-768-2944', 'Y', 'E', '1779', 'ClorindaMasar');
Insert into UfAffiliate values(33664348, 'BGranieri3215@ufl.edu', '433-673-3781', 'N', 'F', '1780', 'BarrettGranieri');
Insert into UfAffiliate values(56255026, 'KFalto7546@ufl.edu', '989-323-2190', 'N', 'F', '1781', 'KarrenFalto');
Insert into UfAffiliate values(78539025, 'TBergum3341@ufl.edu', '461-969-2074', 'N', 'E', '1782', 'TonyBergum');
Insert into UfAffiliate values(32175092, 'ABorris6070@ufl.edu', '872-974-1530', 'N', 'F', '1783', 'AllenBorris');
Insert into UfAffiliate values(28956559, 'WHank557@ufl.edu', '484-375-4241', 'N', 'F', '1784', 'WeldonHank');
Insert into UfAffiliate values(27436152, 'LUbertini5854@ufl.edu', '662-366-1134', 'N', 'F', '1785', 'LionelUbertini');
Insert into UfAffiliate values(76693591, 'AColtharp7226@ufl.edu', '437-149-9796', 'N', 'P', '1786', 'AdrieneColtharp');
Insert into UfAffiliate values(19838650, 'PSires6912@ufl.edu', '244-101-2864', 'N', 'F', '1787', 'PedroSires');
Insert into UfAffiliate values(28097576, 'MDesroches2393@ufl.edu', '451-724-5056', 'N', 'E', '1788', 'MarcosDesroches');
Insert into UfAffiliate values(75699301, 'JEnsworth8764@ufl.edu', '333-617-4621', 'N', 'P', '1789', 'JenneferEnsworth');
Insert into UfAffiliate values(33847630, 'DFazzinga8993@ufl.edu', '240-802-2724', 'N', 'F', '1790', 'DeonnaFazzinga');
Insert into UfAffiliate values(96095331, 'INoud9109@ufl.edu', '644-576-6468', 'Y', 'P', '1791', 'IrvinNoud');
Insert into UfAffiliate values(10503008, 'DHarriston911@ufl.edu', '824-769-5162', 'N', 'P', '1792', 'DaisyHarriston');
Insert into UfAffiliate values(85936020, 'VSweigart4543@ufl.edu', '904-638-6669', 'N', 'F', '1793', 'VerdaSweigart');
Insert into UfAffiliate values(33492714, 'SSukovich5912@ufl.edu', '678-894-5190', 'N', 'F', '1794', 'SarahSukovich');
Insert into UfAffiliate values(27787082, 'CKirnon6964@ufl.edu', '259-745-5918', 'Y', 'P', '1795', 'ColeKirnon');
Insert into UfAffiliate values(10895707, 'JRahama606@ufl.edu', '486-717-4668', 'N', 'F', '1796', 'JacqulineRahama');
Insert into UfAffiliate values(16569431, 'SMoncayo4110@ufl.edu', '163-109-3680', 'N', 'F', '1797', 'ShawnMoncayo');
Insert into UfAffiliate values(44162253, 'TContrerras7980@ufl.edu', '759-657-8439', 'N', 'F', '1798', 'TashiaContrerras');
Insert into UfAffiliate values(69480802, 'SThormaehlen2904@ufl.edu', '791-606-2674', 'N', 'F', '1799', 'StevieThormaehlen');
Insert into UfAffiliate values(88769007, 'RMckever9794@ufl.edu', '924-132-5204', 'N', 'F', '1800', 'RudolfMckever');
Insert into UfAffiliate values(65407316, 'MHitch1180@ufl.edu', '464-683-7070', 'N', 'F', '1801', 'MichealHitch');
Insert into UfAffiliate values(70131336, 'CSieloff6198@ufl.edu', '579-961-5507', 'N', 'F', '1802', 'CelestaSieloff');
Insert into UfAffiliate values(14210043, 'RDetwiler6817@ufl.edu', '993-756-3349', 'N', 'F', '1803', 'RoyceDetwiler');
Insert into UfAffiliate values(63980063, 'ASpindler956@ufl.edu', '273-663-7429', 'N', 'F', '1804', 'ArnulfoSpindler');
Insert into UfAffiliate values(35660755, 'EWyrich5032@ufl.edu', '800-697-8291', 'N', 'F', '1805', 'EfrenWyrich');
Insert into UfAffiliate values(57317758, 'TDaisy6909@ufl.edu', '448-889-9203', 'N', 'F', '1806', 'TowandaDaisy');
Insert into UfAffiliate values(54416379, 'SIvey6296@ufl.edu', '238-194-4457', 'N', 'F', '1807', 'SeymourIvey');
Insert into UfAffiliate values(37796197, 'ARaser8495@ufl.edu', '446-373-3385', 'Y', 'P', '1808', 'AbdulRaser');
Insert into UfAffiliate values(27257497, 'MBaity3921@ufl.edu', '393-243-4548', 'N', 'F', '1809', 'MarcosBaity');
Insert into UfAffiliate values(44350423, 'AMclemore7267@ufl.edu', '674-872-1315', 'N', 'F', '1810', 'AntonioMclemore');
Insert into UfAffiliate values(41997519, 'OHochmuth7550@ufl.edu', '750-337-4261', 'N', 'F', '1811', 'OpheliaHochmuth');
Insert into UfAffiliate values(22449189, 'MWeakly1502@ufl.edu', '574-710-1643', 'N', 'F', '1812', 'MathildeWeakly');
Insert into UfAffiliate values(19095292, 'GNucci5728@ufl.edu', '135-667-5342', 'Y', 'E', '1813', 'GeraldNucci');
